"model_name","variable_name","decomp_group","Date","value"
"multiples_pna_glass_330ml_12pack","mod_featdisp_multiples_pna_glass_330ml_12pack","feature_display",2021-03-21,13644.3805015199
"multiples_pna_glass_330ml_12pack","s_christmas","seasonality",2021-03-21,0
"multiples_pna_glass_330ml_12pack","s_good_friday","seasonality",2021-03-21,0
"multiples_pna_glass_330ml_12pack","s_spring_bank_holiday","seasonality",2021-03-21,0
"multiples_pna_glass_330ml_12pack","sub_base","sub_base",2021-03-21,-1010979.26213201
"multiples_pna_glass_330ml_12pack","w_deviation_rainfall","weather",2021-03-21,2323.54788004474
"multiples_pna_glass_330ml_12pack","bt_peroni_difference_ind","brand_metric",2021-03-28,29553.7829650728
"multiples_pna_glass_330ml_12pack","c_discount_multiples_stella_artois_btl_284_ml_12_pack","comp_promo",2021-03-28,-43605.6673227475
"multiples_pna_glass_330ml_12pack","dummy_20210627","unexplained",2021-03-28,0
"multiples_pna_glass_330ml_12pack","dummy_20230402","unexplained",2021-03-28,0
"multiples_pna_glass_330ml_12pack","e_cci","economy",2021-03-28,83466.0065449628
"multiples_pna_glass_330ml_12pack","e_unemployment","economy",2021-03-28,-161074.013009902
"multiples_pna_glass_330ml_12pack","events_peroni_rugby_world_cup_23","events",2021-03-28,0
"multiples_pna_glass_330ml_12pack","events_peroni_uefa_21","events",2021-03-28,0
"multiples_pna_glass_330ml_12pack","events_rugby_wc_final","events",2021-03-28,0
"multiples_pna_glass_330ml_12pack","gt_peroni","google_trend",2021-03-28,143430.009094707
"multiples_pna_glass_330ml_12pack","intercept","sub_base",2021-03-28,1073729.52196985
